filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
blues.00000.wav,0.34994322061538696,1784.4204464946633,2002.6501916232635,3806.4853160373937,0.08306639113293343,-113.59674835205078,121.55729675292969,-19.158824920654297,42.35102844238281,-6.376458168029785,18.61887550354004,-13.697911262512207,15.34463119506836,-12.285266876220703,10.980491638183594,-8.324324607849121,8.8106689453125,-3.667367935180664,5.751690864562988,-5.162762641906738,0.7509478330612183,-1.6919375658035278,-0.4099525809288025,-2.300208568572998,1.219928503036499,blues
blues.00001.wav,0.34098321199417114,1529.8353159300755,2038.6175789692213,3548.8202074363876,0.056044256724071206,-207.55679321289062,124.00672149658203,8.930560111999512,35.87468338012695,2.91603684425354,21.523725509643555,-8.554703712463379,23.358673095703125,-10.103615760803223,11.903743743896484,-5.560388088226318,5.376802921295166,-2.239119529724121,4.216963291168213,-6.01227331161499,0.9361094236373901,-0.7165371775627136,0.29387590289115906,-0.28743088245391846,0.5315728187561035,blues
blues.00002.wav,0.3636028468608856,1552.4819582458863,1747.1659849613065,3040.514947755418,0.07630074799245357,-90.75438690185547,140.45989990234375,-29.109968185424805,31.68901252746582,-13.987035751342773,25.754758834838867,-13.64958667755127,11.629270553588867,-11.78058910369873,9.706442832946777,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837199687957764,-9.218358039855957,2.455806016921997,-7.726901054382324,-1.815722942352295,-3.433434247970581,-2.2268214225769043,blues
blues.00003.wav,0.40477898716926575,1070.1199533246056,1596.333947762686,2185.028454098539,0.03330894446594427,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577416300773621,8.149012565612793,-3.1963140964508057,6.087676048278809,-2.4764208793640137,-1.0738900899887085,-2.8747775554656982,0.7809770107269287,-3.316932439804077,0.6379817128181458,-0.6196900010108948,-3.408233404159546,blues
blues.00004.wav,0.3085901141166687,1835.4946028033319,1748.3624480992835,3580.945013182082,0.1015001421004257,-160.2660369873047,126.19879913330078,-35.60544967651367,22.153301239013672,-32.4892692565918,10.86451244354248,-23.357929229736328,0.5031179785728455,-11.805832862854004,1.206804871559143,-13.083822250366211,-2.8063836097717285,-6.9341230392456055,-7.558618068695068,-9.173553466796875,-4.51216459274292,-5.453538417816162,-0.9241607785224915,-4.409332275390625,-11.703781127929688,blues
blues.00005.wav,0.30234643816947937,1831.9423675966689,1729.483241126701,3480.9372845818016,0.09403986975135449,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903802871704102,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364873170852661,-11.776274681091309,-2.420614004135132,-9.339365005493164,-9.939324378967285,-3.9098920822143555,-5.570623874664307,-1.839023232460022,-2.7784206867218018,-3.046865940093994,-8.115808486938477,blues
blues.00006.wav,0.2913080155849457,1459.0784827344287,1388.9133116502305,2795.6164286232583,0.07302790308146284,-190.1494598388672,130.2969512939453,-36.344139099121094,33.0130500793457,11.106935501098633,-0.6151583790779114,-20.862009048461914,0.27009108662605286,-6.489759922027588,-5.517093181610107,-7.840328216552734,-3.125678300857544,-6.593118190765381,-9.942267417907715,-6.537224292755127,-10.064753532409668,-10.912171363830566,-6.972477912902832,-3.449033498764038,-6.495510101318359,blues
blues.00007.wav,0.30792105197906494,1451.7541466600387,1577.3699166309077,2955.348796076819,0.06143500266060371,-179.3954315185547,136.45924377441406,-26.656362533569336,39.9880256652832,5.289677143096924,10.92442798614502,-20.5618896484375,8.513765335083008,-11.356908798217773,-3.4690773487091064,-8.414555549621582,-6.954826354980469,-3.5445356369018555,-8.051241874694824,-8.9595365524292,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.693748474121094,-8.638612747192383,blues
blues.00008.wav,0.40903714299201965,1719.2131626636947,2031.6438835817446,3781.318801549197,0.06402757957623839,-121.36102294921875,122.51310729980469,-14.742128372192383,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.1770076751709,-6.721189975738525,7.010944843292236,-12.74183177947998,5.066004276275635,-5.175477981567383,-1.4440242052078247,-7.037069320678711,2.69745135307312,3.40980863571167,-2.698352813720703,blues
blues.00009.wav,0.27400922775268555,1817.5163862399386,1973.7390701415939,3944.451148443547,0.0792153184258901,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02946853637695,-20.35275650024414,13.082405090332031,-9.173482894897461,9.016148567199707,-14.097914695739746,4.2781782150268555,-6.039595127105713,3.78477144241333,0.22566747665405273,-5.113637447357178,-0.41306421160697937,-1.1845371723175049,-1.9207146167755127,-2.2937276363372803,2.891265869140625,-4.233204364776611,blues
blues.00010.wav,0.30395451188087463,1410.4690961427957,1512.6209828983224,2767.2749333337365,0.06298072271671827,-173.70750427246094,137.15640258789062,-23.766517639160156,26.989370346069336,-16.66842269897461,4.198450565338135,-12.566630363464355,5.834843158721924,-2.8817362785339355,-1.2086807489395142,-1.9657363891601562,1.8005352020263672,-2.988374710083008,-1.8693885803222656,-0.800155520439148,-3.0237815380096436,-0.44519609212875366,-1.9982273578643799,-0.7435987591743469,-4.986112594604492,blues
blues.00011.wav,0.36713749170303345,1353.2604615658556,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.9149475097656,123.98007202148438,5.459750652313232,33.67809295654297,1.0919146537780762,14.70447063446045,-4.898553371429443,8.654901504516602,0.7840479612350464,6.570927143096924,-4.878658294677734,-3.18086576461792,-5.556420803070068,-6.789626598358154,-2.644639730453491,-2.9849259853363037,-3.3852009773254395,-1.8563894033432007,1.8361506462097168,-4.8974199295043945,blues
blues.00012.wav,0.269320011138916,1361.045467327888,1567.8045957296185,2739.6251005284926,0.06912392064144737,-207.2080841064453,132.79917907714844,-15.438984870910645,60.98672103881836,0.7258076071739197,12.437826156616211,1.1838363409042358,-1.5407804250717163,-17.888153076171875,8.358494758605957,-2.4520671367645264,-0.6132484078407288,0.3848775327205658,2.6051273345947266,-5.1889238357543945,-9.527454376220703,-9.244394302368164,-2.848273277282715,-1.4187068939208984,-5.9326066970825195,blues
blues.00013.wav,0.26461586356163025,1324.3043562121861,1827.737535376297,2710.033612797504,0.051417300575657895,-209.7892608642578,124.45844268798828,10.310378074645996,47.01800537109375,6.510235786437988,15.405449867248535,-1.9927109479904175,6.717406749725342,-21.554195404052734,10.72171688079834,-5.524966716766357,-2.2059340476989746,-3.0381929874420166,8.645516395568848,-0.3042304813861847,-0.6377423405647278,-2.939884901046753,-1.7059216499328613,-1.7695900201797485,-7.762957572937012,blues
blues.00014.wav,0.32916271686553955,1172.0656952451861,1705.817501524207,2344.952487059791,0.045045834945820436,-305.7051696777344,113.06092834472656,12.118721008300781,45.03000259399414,17.769756317138672,14.579917907714844,4.166732311248779,0.22527414560317993,-7.021747589111328,13.644270896911621,8.934528350830078,1.2984784841537476,5.954477310180664,8.543867111206055,1.1176637411117554,0.5915592908859253,0.05747409537434578,-3.712341070175171,-1.0044476985931396,-1.8024343252182007,blues
blues.00015.wav,0.2703125476837158,1420.529293495708,1731.1922519421796,2930.540612755176,0.0637176797116873,-238.5189666748047,120.08455657958984,-4.2278852462768555,42.307071685791016,5.9209089279174805,13.919159889221191,5.361618518829346,1.9018335342407227,-16.933202743530273,12.345273971557617,3.9470155239105225,-1.3848226070404053,0.021880488842725754,3.5866940021514893,-4.503951549530029,-5.5422682762146,-6.888212203979492,-4.828141689300537,1.7350057363510132,-1.8888145685195923,blues
blues.00016.wav,0.304322212934494,1455.0016722776375,1825.885414606472,3009.856799807711,0.061350725014512386,-233.7635955810547,120.67350769042969,-3.1710851192474365,39.540992736816406,3.8574562072753906,18.840429306030273,-3.6918249130249023,4.431853771209717,-14.978043556213379,17.567649841308594,1.8400661945343018,2.5373289585113525,-1.2404547929763794,8.439245223999023,-0.21069179475307465,-3.906118392944336,-4.478782653808594,-0.012436149641871452,1.2936134338378906,-2.08479642868042,blues
blues.00017.wav,0.30209627747535706,1088.6981660809784,1410.9479544080614,2134.41209350208,0.04832397083010836,-245.75643920898438,140.4859161376953,-2.7647712230682373,60.43620681762695,18.937946319580078,9.833540916442871,3.563889265060425,0.5326857566833496,-16.37224006652832,6.63007926940918,7.268407821655273,-4.00889253616333,1.6082537174224854,5.899378299713135,-3.022785186767578,-4.772989273071289,-3.0257863998413086,-1.9939384460449219,-0.05545884743332863,-3.9753496646881104,blues
